Price,Quantity
5.124430500448381,963.2614403672402
5.483909448914068,962.5425493089298
8.887953331090477,964.8883028939618
9.688387165373346,972.0606465335461
10.352534930954075,958.1523113515681
10.795769521944356,951.9715846806512
10.895140695069857,911.9911822101992
12.188063895034396,957.937869840874
13.92949093880637,936.44360885554
14.789080198059363,982.5287944052992
14.99817868756233,984.9550005572637
15.127291958193561,933.6213610832293
15.867758152617037,901.8969617324091
15.87095951946739,888.7086820299519
18.074783228852244,930.8008015589444
18.612528528308296,910.8043607758865
20.61146340820805,879.7499991804059
22.077322411673027,891.7932307833472
22.872440752683033,854.6377540391783
23.778536644001125,916.0089184836053
27.053260906079878,842.3772672303007
30.862881073963532,906.9109798704573
31.461197131389167,862.8685964325941
32.91209128273357,865.1184697481855
33.93618816477483,775.5734668890738
34.759365873452886,834.672292285669
36.0012754853919,857.0214451278542
37.603861290897015,764.2956634551182
37.908947016968575,797.144339614976
42.39764818070748,789.6424864311305
42.73516707005665,717.6682986373789
42.908949224869495,801.2132234777671
50.54525417107485,789.5817615238775
50.69611620686383,703.5436219240815
52.44797565479637,755.2874206592235
53.45310363237981,667.1203112762294
53.474145690277886,730.6944960853081
53.96058372591854,649.4084636352426
54.00910464444293,786.0253621895687
54.333937061824514,748.7753415877188
54.663869952486706,725.4498024437775
55.87757231634269,681.8540574598286
59.40143639429266,766.6806145364756
59.76772562062613,799.5164593596061
67.6433946568558,568.8839334933834
72.3377779246314,700.119311899484
76.17800132393982,700.4925310377463
76.764748856226,633.0768405475937
77.39597748607572,553.0567109528622
81.80073139030377,634.1636089256822
85.25638369041819,564.6720664440015
85.35920400569691,543.0079485818526
86.36736482517783,506.66026909076277
88.32308822100633,585.9114336937791
88.99057397352507,594.687473428342
96.00987259443872,488.77410054381676
97.20564341878024,540.0005997597673
97.72947256344877,454.13556770159903
108.89832900854819,495.60140655082625
109.00331307691688,457.31179953662286
111.00803264966326,435.6313481563163
113.58019286201848,427.01174206345036
115.58797097094222,465.50445299558226
115.99588780254496,457.5411429805256
117.72565948999085,437.84496876768117
117.87034984431249,417.53331127830694
118.54787378147252,411.15168748827267
120.31676619431752,429.3351821283386
127.41252530133042,374.56210145228476
129.46198198855194,386.8176604004645
137.89837662758003,295.00227818619675
138.6871787578335,184.82221800547558
138.95480612104015,357.16719948776995
139.00712205921738,414.31337205262594
155.72218540687842,243.45729514403695
161.31677028403504,188.40838691564974
164.709455068002,169.6304874651884
179.95437194267623,94.2754308978783
209.0616973214474,0.0
210.46972912078053,0.0
210.49029778605254,0.0
214.82009364743902,0.0
225.00558659725337,0.0
226.22709220766143,0.0
233.696455777187,0.0
233.71963649569457,0.0
239.24606014379683,0.0
262.4287074415579,0.0
289.3081032503074,0.0
298.5569266448144,0.0
316.7458879200206,0.0
334.7847547132657,0.0
345.0227209709702,0.0
449.7310796701768,0.0
5.698997399787608,1094.4776486791343
31.706663368848673,1069.131896814382
24.515435704525622,1128.1380548309512
41.33122379981786,1112.0368546118866
19.18601613929178,1114.033253856132
45.17999188363181,1096.344364812636
31.003574687804097,1158.0169284996884
13.280459073235928,1118.4746358187863
40.45681552214769,1195.232935417049
32.54140296702202,1155.5528349280253
64.993237803089,833.4024166741376
79.75483369214807,811.9655719800609
87.75106642143034,817.463936708795
93.05737798502307,855.4722207918476
87.99902723491633,844.0442300720136
85.20480517391785,997.8039451851821
93.3594920726754,883.6750250960907
66.81136884500057,832.8662105311282
83.86865074859178,955.7191488389896
73.0928228842541,870.6738030589204
